epoch,train_loss,val_loss,val_euclidean_dist
0,0.016093451343476773,0.01176802720874548,2.512120485305786
1,0.009211600758135319,0.006764705758541822,1.2357020378112793
2,0.006245344690978527,0.005819586105644703,0.88807213306427
3,0.005470995884388685,0.0053916494362056255,0.6969137191772461
4,0.0051704393699765205,0.0051610697992146015,0.529826819896698
5,0.005005472525954247,0.005069042555987835,0.4699610769748688
6,0.004922111332416534,0.0049942596815526485,0.41666078567504883
7,0.004896342568099499,0.004928953479975462,0.3708721399307251
8,0.004809528402984142,0.004862572997808456,0.34251073002815247
9,0.004720042739063501,0.004721513018012047,0.3081071376800537
10,0.0044800347648561,0.003879893571138382,0.3057103753089905
11,0.004959111846983433,0.004825077950954437,0.592075765132904
12,0.004552734270691872,0.00381862442009151,0.7463942170143127
13,0.0034045570995658637,0.0026596025563776493,0.49304521083831787
14,0.0029415041673928497,0.0026534360367804766,0.4574592709541321
15,0.0028810708317905664,0.0036729013081640005,0.6985694169998169
16,0.002659338992089033,0.0022469856776297092,0.3213934600353241
17,0.002291854564100504,0.002151957480236888,0.3291481137275696
18,0.002007300010882318,0.001988634467124939,0.26522472500801086
19,0.0018274574540555477,0.0019775868859142065,0.2573947608470917
20,0.0017521127127110958,0.0020049232989549637,0.25687175989151
21,0.0016741487197577953,0.001958262175321579,0.26169800758361816
22,0.0017056616023182869,0.0018607409438118339,0.22290392220020294
23,0.0016534830909222364,0.0018124706111848354,0.2194642275571823
24,0.0015642687678337098,0.0018532129470258951,0.22433030605316162
25,0.0016231418354436754,0.0017986622406169772,0.2228163480758667
26,0.0015721252653747796,0.0018920110305771232,0.2533116936683655
27,0.0015181398019194603,0.0018089184304699302,0.22354337573051453
28,0.001514546014368534,0.0023371854331344366,0.36334866285324097
29,0.00175561117939651,0.0017554372316226363,0.22130830585956573
30,0.001640572235919535,0.0017459766240790486,0.2103368490934372
31,0.0015133787179365753,0.0017244721530005336,0.19663475453853607
32,0.0015399930998682976,0.0020742949564009905,0.3136856257915497
33,0.001772338105365634,0.0017439662478864193,0.20457923412322998
34,0.0016671160934492945,0.0017761066555976868,0.22045832872390747
35,0.0015765002695843577,0.0019710110500454903,0.27368539571762085
36,0.001619265298359096,0.001874917303211987,0.2600514590740204
37,0.0015177880879491568,0.0017265439964830875,0.194092258810997
38,0.0014991099247708916,0.001734253135509789,0.2017551064491272
39,0.0014308222569525241,0.0019374367548152804,0.26187142729759216
40,0.0014642767142504453,0.001824912615120411,0.2243422418832779
41,0.0015178502537310124,0.001777373836375773,0.2242894470691681
42,0.0014327696058899163,0.0018524513579905033,0.2206232249736786
43,0.001559215853922069,0.0017136443639174104,0.19213265180587769
44,0.0014507767744362354,0.0017929592868313193,0.23444662988185883
45,0.0014494063099846244,0.0018835623050108552,0.23310786485671997
46,0.0014615762280300259,0.0017334249569103122,0.1956961452960968
47,0.0013789939694106579,0.0017610200447961688,0.21776919066905975
48,0.0014593643834814429,0.0018593580462038517,0.2369033843278885
49,0.0014478158904239536,0.0017479124944657087,0.19457344710826874
50,0.0013515569036826492,0.0017539151012897491,0.20812900364398956
51,0.0013410265324637293,0.0017307210946455598,0.1938123106956482
52,0.0013473493745550513,0.0017400827491655946,0.1967475265264511
53,0.0013132783817127347,0.0017877136124297976,0.2193136364221573
54,0.001503364136442542,0.0019593460019677877,0.27764034271240234
55,0.0014045077376067638,0.001776078250259161,0.20461538434028625
56,0.0015109736705198884,0.0016860500909388065,0.18539869785308838
57,0.0014221528777852654,0.0017786466050893068,0.23204980790615082
58,0.001408475055359304,0.0016928298864513636,0.18530499935150146
59,0.001373561192303896,0.0018372806953266263,0.2321494072675705
60,0.0013439940987154842,0.0016467890236526728,0.1788504719734192
61,0.0013272235868498684,0.0016424184432253242,0.1758497953414917
62,0.0013779960339888931,0.0019073047442361712,0.2769925594329834
63,0.0014655616600066424,0.002005326794460416,0.3243866264820099
64,0.0016334544168785214,0.0021477302070707083,0.3559112548828125
65,0.0017022649524733424,0.0019029013346880674,0.25894394516944885
66,0.0017208862584084273,0.001749943709000945,0.2090914249420166
67,0.0015869311755523086,0.0019650342874228954,0.29516109824180603
68,0.0014943038346245884,0.0024036664981395006,0.40511447191238403
69,0.0015255062840878963,0.0021618104074150324,0.34162992238998413
70,0.0014990704134106637,0.0016989997820928693,0.19843511283397675
71,0.0014346106443554163,0.0016979500651359558,0.18817950785160065
72,0.0014027640921995045,0.001685291063040495,0.18504786491394043
73,0.00131673205178231,0.0018242511432617903,0.23468682169914246
74,0.001408092537894845,0.0016572390450164676,0.1745499074459076
75,0.0013153763487935067,0.0016397930448874831,0.17213283479213715
76,0.0013015575706958771,0.0018319562077522278,0.2346951812505722
77,0.0013665608363226055,0.0017022877000272274,0.18683208525180817
78,0.0013248377945274115,0.001643019844777882,0.17570316791534424
79,0.0012398256920278072,0.0016864645294845104,0.17837932705879211
80,0.0012676308397203684,0.0016572342719882727,0.17619776725769043
81,0.0012448426568880677,0.0017258236184716225,0.18596675992012024
82,0.0013264570850878954,0.0016730595380067825,0.17707812786102295
83,0.0013914983486756683,0.001737942104227841,0.20088940858840942
84,0.0012702620355412365,0.0017204347532242537,0.20893822610378265
85,0.0012620165478438139,0.0019714063964784145,0.24761083722114563
86,0.001390474522486329,0.001679668785072863,0.1819518506526947
87,0.0013337207725271582,0.0018833971116691828,0.24099186062812805
88,0.0013880811864510178,0.0019201574614271522,0.26512494683265686
89,0.001338685629889369,0.001687498646788299,0.1905679702758789
90,0.0012497849063947796,0.0017727784579619765,0.19581572711467743
91,0.0012380098225548864,0.0017665221821516752,0.19524262845516205
92,0.0012525132624432445,0.0017853854224085808,0.20256473124027252
93,0.0012193419970571995,0.0016814095433801413,0.18972034752368927
94,0.0012380378087982536,0.0017223430331796408,0.19703853130340576
95,0.0012988269794732333,0.0017323122592642903,0.20047184824943542
96,0.0012434097239747643,0.0016817362047731876,0.1855228841304779
97,0.001250710990279913,0.001685934141278267,0.19096536934375763
98,0.0012869682628661393,0.001751195639371872,0.2126864790916443
99,0.0013171805534511805,0.001612663734704256,0.1757824718952179
100,0.001335629727691412,0.0016997891943901777,0.2079026699066162
101,0.0012766859028488398,0.0017935560317710042,0.2194967269897461
102,0.0015186454867944122,0.0017404406098648906,0.1898973286151886
103,0.0013863778905943037,0.0017023070249706507,0.21461449563503265
104,0.0013019549893215298,0.0017578845145180821,0.21808622777462006
105,0.001324249990284443,0.0016436768928542733,0.17663449048995972
106,0.0012372850673273207,0.0016447871457785368,0.17717792093753815
107,0.001229795766994357,0.0016802081372588873,0.19169460237026215
108,0.0012735791504383087,0.0017858350183814764,0.22036807239055634
109,0.00129207253921777,0.0016453532734885812,0.18626220524311066
110,0.0013129715574905277,0.001771567389369011,0.20603467524051666
111,0.0012790510896593331,0.001591913984157145,0.16326653957366943
112,0.001182859530672431,0.0018553141271695495,0.21763402223587036
113,0.001300115743651986,0.0017560699488967657,0.1953865885734558
114,0.001344124018214643,0.0018022152362391353,0.20902374386787415
115,0.0012815685477107763,0.0016449056565761566,0.175337016582489
116,0.0012308719102293252,0.0016092014266178012,0.17001193761825562
117,0.0011757797561585902,0.001592854387126863,0.16785597801208496
118,0.0011646217433735728,0.0017025835113599896,0.1778849959373474
119,0.0012331039877608418,0.0017590777715668082,0.1934301108121872
120,0.0013817989965900779,0.0016557688359171152,0.18607911467552185
121,0.001372423255816102,0.0019877071026712656,0.2747154235839844
122,0.0013282773783430458,0.0017679899465292692,0.2051190435886383
123,0.0013556245248764753,0.0016246451996266842,0.17707133293151855
124,0.001229315809905529,0.0016720000421628356,0.19051888585090637
125,0.0012302436167374252,0.0017218774883076549,0.19753164052963257
126,0.0011628467589616775,0.0016237682430073619,0.17190562188625336
127,0.0011661694617941976,0.0016067917458713055,0.16601431369781494
128,0.001166397286579013,0.0017497813096269965,0.20021319389343262
129,0.0011630915338173508,0.0017049387097358704,0.18358202278614044
130,0.001185156195424497,0.0016471034614369273,0.17413870990276337
131,0.0011101975105702877,0.00175963353831321,0.19659264385700226
132,0.001178532117046416,0.0016885800287127495,0.19171343743801117
133,0.0011401744559407234,0.0015873836819082499,0.16715174913406372
134,0.001173868728801608,0.0015744578558951616,0.1652892827987671
135,0.0011562048923224211,0.001717332168482244,0.1884017139673233
136,0.0012204903177917004,0.0016438019229099154,0.17878152430057526
137,0.0012075004866346716,0.0015242957742884755,0.1533505767583847
138,0.001128576323390007,0.0016265457961708307,0.1645268052816391
139,0.0011114788241684437,0.0016639633104205132,0.17427022755146027
140,0.0012364621972665191,0.0016318060224875808,0.18645407259464264
141,0.0011875065742060543,0.0015832538483664393,0.17279775440692902
142,0.0011135486653074621,0.0016285990132018924,0.1742667257785797
