epoch,train_loss,val_loss,val_euclidean_dist
0,0.016830755211412907,0.012403110973536968,2.7134265899658203
1,0.009474834520369768,0.006592387333512306,1.343550205230713
2,0.00616923188790679,0.00561971589922905,1.0073931217193604
3,0.005369164515286684,0.004996465984731913,0.7524563670158386
4,0.0050198201090097426,0.004785987548530102,0.6371622681617737
5,0.004637946607545018,0.00466708280146122,0.5812926888465881
6,0.004772869776934386,0.0045875851064920425,0.5242493152618408
7,0.004647726286202669,0.004537263885140419,0.4881271421909332
8,0.004547334555536508,0.004505475517362356,0.4683683514595032
9,0.00443793935701251,0.00447190273553133,0.45385122299194336
10,0.00442470395937562,0.004400431178510189,0.41367289423942566
11,0.0044839950278401375,0.0043314299546182156,0.3901921510696411
12,0.004242113372310996,0.004163138568401337,0.4166156053543091
13,0.004228644585236907,0.004951141308993101,0.9941485524177551
14,0.004736883006989956,0.004500362556427717,0.8503062725067139
15,0.0039533101953566074,0.003697660518810153,0.6000754833221436
16,0.0034024424385279417,0.0031759117264300585,0.5738919377326965
17,0.0028938984032720327,0.002567485673353076,0.4745049774646759
18,0.0023643470834940673,0.0020542095880955458,0.41983041167259216
19,0.0018180634127929808,0.002911495976150036,0.7634304761886597
20,0.00195031117182225,0.0025466433726251125,0.6820397973060608
21,0.0021710259607061744,0.0018829989712685347,0.3871450126171112
22,0.0017916081007570029,0.0018477425910532475,0.418224036693573
23,0.0016089554410427809,0.0019489425467327237,0.4579359292984009
24,0.0017107151681557298,0.0018000025302171707,0.35601964592933655
25,0.0014436252415180207,0.0018905512988567352,0.3744584918022156
26,0.001528303767554462,0.0017638669814914465,0.36246150732040405
27,0.0015403657453134656,0.0016917132306843996,0.3401840627193451
28,0.0014917798805981874,0.0018282345263287425,0.3568306863307953
29,0.0015185282099992037,0.0019159262301400304,0.38614121079444885
30,0.0015647165942937135,0.0017078990349546075,0.34617096185684204
31,0.0014819590141996741,0.0016195228090509772,0.3175637125968933
32,0.0014433614909648896,0.0018792720511555672,0.4007508456707001
33,0.0014747461769729852,0.001785328146070242,0.3821026384830475
34,0.001458263210952282,0.001690299715846777,0.3425848186016083
35,0.0015548659721389413,0.00160601653624326,0.31049153208732605
36,0.0015149641083553433,0.001821117359213531,0.3558751940727234
37,0.001558031141757965,0.0023745147045701742,0.5523930191993713
38,0.0018032643012702465,0.0019834169652312994,0.4534374475479126
39,0.0017614184180274606,0.0019116498297080398,0.39983758330345154
40,0.0014849266270175576,0.0017553429352119565,0.34551486372947693
